tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid,usertype,birthyear,gender
370,2/1/2015 0:10,2/1/2015 0:17,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,117,Binney St / Sixth St,42.366095,-71.086388,703,Subscriber,1984,1
444,2/1/2015 0:30,2/1/2015 0:37,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1276,Subscriber,1988,1
484,2/1/2015 0:37,2/1/2015 0:45,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,906,Subscriber,1986,1
476,2/1/2015 0:52,2/1/2015 1:00,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,932,Subscriber,1988,1
1437,2/1/2015 1:11,2/1/2015 1:35,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,637,Subscriber,1964,1
217,2/1/2015 1:36,2/1/2015 1:40,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,718,Subscriber,1982,1
482,2/1/2015 5:19,2/1/2015 5:27,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1300,Subscriber,1985,2
524,2/1/2015 8:53,2/1/2015 9:02,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,143,EF - North Point Park,42.369885,-71.069957,1273,Subscriber,1969,1
522,2/1/2015 8:53,2/1/2015 9:02,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,143,EF - North Point Park,42.369885,-71.069957,966,Customer,1976,2
433,2/1/2015 9:24,2/1/2015 9:31,141,Kendall Street,42.36356016,-71.08216792,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,679,Subscriber,1988,1
164,2/1/2015 9:25,2/1/2015 9:27,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1072,Subscriber,1988,2
416,2/1/2015 9:33,2/1/2015 9:40,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1312,Subscriber,1978,2
376,2/1/2015 10:01,2/1/2015 10:07,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1003,Subscriber,1986,1
712,2/1/2015 10:06,2/1/2015 10:18,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,640,Subscriber,1985,2
277,2/1/2015 10:51,2/1/2015 10:56,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,107,Ames St at Main St,42.3625,-71.08822,1293,Subscriber,1992,2
474,2/1/2015 10:52,2/1/2015 11:00,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1047,Customer,1962,2
248,2/1/2015 10:53,2/1/2015 10:57,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,768,Customer,1991,1
331,2/1/2015 10:54,2/1/2015 10:59,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,908,Subscriber,1987,1
581,2/1/2015 11:26,2/1/2015 11:36,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,886,Subscriber,1989,1
579,2/1/2015 11:26,2/1/2015 11:36,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,141,Kendall Street,42.36356016,-71.08216792,742,Subscriber,1984,1
183,2/1/2015 11:32,2/1/2015 11:35,117,Binney St / Sixth St,42.366095,-71.086388,107,Ames St at Main St,42.3625,-71.08822,1140,Subscriber,1989,1
340,2/1/2015 11:47,2/1/2015 11:53,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,706,Customer,1968,1
253,2/1/2015 11:52,2/1/2015 11:56,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,107,Ames St at Main St,42.3625,-71.08822,1011,Subscriber,1991,1
239,2/1/2015 11:59,2/1/2015 12:03,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,895,Subscriber,1990,1
1027,2/1/2015 12:19,2/1/2015 12:36,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1003,Subscriber,1987,1
422,2/1/2015 12:27,2/1/2015 12:34,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,866,Subscriber,1989,1
486,2/1/2015 12:33,2/1/2015 12:41,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1047,Customer,1962,2
419,2/1/2015 12:37,2/1/2015 12:44,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1070,Subscriber,1991,1
398,2/1/2015 12:42,2/1/2015 12:49,141,Kendall Street,42.36356016,-71.08216792,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,742,Subscriber,1987,1
687,2/1/2015 12:50,2/1/2015 13:01,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,690,Subscriber,1986,1
320,2/1/2015 12:54,2/1/2015 12:59,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,891,Subscriber,1996,2
179,2/1/2015 12:56,2/1/2015 12:59,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,816,Subscriber,1991,2
411,2/1/2015 12:57,2/1/2015 13:04,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,706,Customer,1984,1
305,2/1/2015 12:58,2/1/2015 13:03,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,756,Subscriber,1980,2
569,2/1/2015 13:12,2/1/2015 13:22,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,865,Subscriber,1986,1
327,2/1/2015 13:14,2/1/2015 13:19,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1306,Subscriber,1990,2
418,2/1/2015 13:14,2/1/2015 13:21,107,Ames St at Main St,42.3625,-71.08822,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1097,Subscriber,1986,2
243,2/1/2015 13:16,2/1/2015 13:20,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,650,Subscriber,1988,1
374,2/1/2015 13:26,2/1/2015 13:33,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,874,Subscriber,1987,2
798,2/1/2015 12:53,2/1/2015 13:06,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,874,Subscriber,1987,2
313,2/1/2015 13:32,2/1/2015 13:37,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1295,Customer,1978,1
177,2/1/2015 13:35,2/1/2015 13:38,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,107,Ames St at Main St,42.3625,-71.08822,640,Subscriber,1987,1
763,2/1/2015 13:53,2/1/2015 14:05,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,842,Subscriber,\N,0
375,2/1/2015 13:58,2/1/2015 14:04,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,866,Customer,1978,1
417,2/1/2015 13:58,2/1/2015 14:05,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,639,Subscriber,1984,1
431,2/1/2015 13:59,2/1/2015 14:07,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,768,Customer,1991,1
186,2/1/2015 13:59,2/1/2015 14:02,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,736,Subscriber,1983,1
728,2/1/2015 14:00,2/1/2015 14:12,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,650,Customer,1983,1
1300,2/1/2015 14:04,2/1/2015 14:25,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,637,Subscriber,1964,1
196,2/1/2015 14:10,2/1/2015 14:13,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,143,EF - North Point Park,42.369885,-71.069957,1046,Subscriber,1986,2
743,2/1/2015 14:10,2/1/2015 14:23,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,908,Subscriber,1995,1
604,2/1/2015 14:10,2/1/2015 14:20,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,923,Subscriber,1996,1
729,2/1/2015 14:11,2/1/2015 14:23,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1291,Subscriber,1996,1
1036,2/1/2015 14:12,2/1/2015 14:29,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1108,Customer,1980,2
203,2/1/2015 14:15,2/1/2015 14:18,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,679,Subscriber,1993,1
202,2/1/2015 14:14,2/1/2015 14:18,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1086,Subscriber,1994,1
204,2/1/2015 14:14,2/1/2015 14:18,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,685,Subscriber,1992,1
644,2/1/2015 14:16,2/1/2015 14:27,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,761,Subscriber,\N,0
462,2/1/2015 14:24,2/1/2015 14:32,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1141,Customer,1962,2
853,2/1/2015 14:25,2/1/2015 14:39,140,Danehy Park,42.388966,-71.132788,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1075,Subscriber,1986,1
433,2/1/2015 14:27,2/1/2015 14:34,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1070,Subscriber,1996,1
524,2/1/2015 14:32,2/1/2015 14:41,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,959,Subscriber,1993,1
358,2/1/2015 14:35,2/1/2015 14:41,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,637,Subscriber,1964,1
261,2/1/2015 14:43,2/1/2015 14:47,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1011,Subscriber,1989,1
1109,2/1/2015 14:43,2/1/2015 15:02,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,878,Customer,1950,1
351,2/1/2015 14:56,2/1/2015 15:02,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,756,Subscriber,1980,2
454,2/1/2015 14:57,2/1/2015 15:04,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1141,Customer,1962,2
282,2/1/2015 15:00,2/1/2015 15:04,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,917,Subscriber,1996,1
594,2/1/2015 15:01,2/1/2015 15:11,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,859,Subscriber,1988,1
1139,2/1/2015 15:10,2/1/2015 15:29,142,Alewife Station at Russell Field,42.396105,-71.139459,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1272,Subscriber,1979,1
345,2/1/2015 15:11,2/1/2015 15:17,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1118,Subscriber,1978,2
1078,2/1/2015 15:15,2/1/2015 15:33,107,Ames St at Main St,42.3625,-71.08822,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,891,Subscriber,1989,2
994,2/1/2015 15:18,2/1/2015 15:35,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,115,Porter Square Station,42.387995,-71.119084,637,Customer,1991,1
765,2/1/2015 15:19,2/1/2015 15:32,115,Porter Square Station,42.387995,-71.119084,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1310,Customer,1984,1
616,2/1/2015 15:21,2/1/2015 15:32,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,896,Subscriber,1964,1
537,2/1/2015 15:37,2/1/2015 15:46,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1118,Subscriber,1978,2
500,2/1/2015 15:38,2/1/2015 15:46,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,956,Subscriber,1990,2
482,2/1/2015 15:43,2/1/2015 15:51,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1072,Customer,1954,1
437,2/1/2015 15:57,2/1/2015 16:04,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,866,Subscriber,1987,1
407,2/1/2015 16:07,2/1/2015 16:14,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1276,Subscriber,1988,1
138,2/1/2015 16:10,2/1/2015 16:12,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,1005,Customer,1984,1
389,2/1/2015 16:14,2/1/2015 16:21,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1094,Customer,1987,2
384,2/1/2015 16:16,2/1/2015 16:23,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,878,Subscriber,1988,2
510,2/1/2015 16:17,2/1/2015 16:25,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1072,Subscriber,1990,1
172,2/1/2015 16:20,2/1/2015 16:23,107,Ames St at Main St,42.3625,-71.08822,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1140,Subscriber,1987,1
227,2/1/2015 16:21,2/1/2015 16:25,107,Ames St at Main St,42.3625,-71.08822,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1080,Subscriber,1989,1
133,2/1/2015 16:34,2/1/2015 16:37,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1276,Customer,1989,1
438,2/1/2015 16:41,2/1/2015 16:48,141,Kendall Street,42.36356016,-71.08216792,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,655,Subscriber,1976,1
605,2/1/2015 16:43,2/1/2015 16:53,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,852,Subscriber,1987,1
914,2/1/2015 16:44,2/1/2015 16:59,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,886,Subscriber,1985,1
145,2/1/2015 16:50,2/1/2015 16:53,107,Ames St at Main St,42.3625,-71.08822,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1293,Subscriber,1996,2
378,2/1/2015 16:55,2/1/2015 17:01,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,107,Ames St at Main St,42.3625,-71.08822,1268,Subscriber,1984,1
130,2/1/2015 16:57,2/1/2015 16:59,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1098,Subscriber,1983,1
262,2/1/2015 16:58,2/1/2015 17:02,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,768,Customer,1976,1
445,2/1/2015 17:01,2/1/2015 17:09,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1011,Subscriber,1985,1
561,2/1/2015 17:12,2/1/2015 17:21,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,650,Customer,1983,1
577,2/1/2015 17:12,2/1/2015 17:21,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,893,Customer,1986,2
133,2/1/2015 17:19,2/1/2015 17:22,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,753,Subscriber,1996,2
416,2/1/2015 17:23,2/1/2015 17:30,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1094,Customer,1987,2
485,2/1/2015 17:28,2/1/2015 17:36,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,956,Subscriber,1990,2
329,2/1/2015 17:37,2/1/2015 17:42,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,874,Subscriber,1995,1
273,2/1/2015 17:38,2/1/2015 17:42,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,755,Subscriber,1993,1
591,2/1/2015 17:55,2/1/2015 18:05,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1293,Subscriber,1992,1
324,2/1/2015 17:58,2/1/2015 18:03,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1306,Subscriber,1985,2
498,2/1/2015 18:00,2/1/2015 18:08,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,896,Subscriber,1992,2
213,2/1/2015 18:09,2/1/2015 18:12,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,797,Subscriber,1989,1
346,2/1/2015 18:10,2/1/2015 18:16,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1271,Customer,1986,1
420,2/1/2015 18:13,2/1/2015 18:20,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,739,Subscriber,1980,1
1310,2/1/2015 18:26,2/1/2015 18:48,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,762,Subscriber,1961,1
685,2/1/2015 18:27,2/1/2015 18:39,143,EF - North Point Park,42.369885,-71.069957,107,Ames St at Main St,42.3625,-71.08822,1046,Subscriber,1986,2
274,2/1/2015 18:35,2/1/2015 18:39,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1307,Customer,1991,1
307,2/1/2015 18:36,2/1/2015 18:41,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,717,Subscriber,1990,2
629,2/1/2015 18:37,2/1/2015 18:48,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,115,Porter Square Station,42.387995,-71.119084,777,Subscriber,1986,1
764,2/1/2015 18:40,2/1/2015 18:53,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,917,Subscriber,1986,1
466,2/1/2015 18:45,2/1/2015 18:52,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,107,Ames St at Main St,42.3625,-71.08822,852,Subscriber,1989,1
532,2/1/2015 18:47,2/1/2015 18:56,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1080,Subscriber,1975,1
375,2/1/2015 18:48,2/1/2015 18:54,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,663,Customer,1962,2
351,2/1/2015 18:52,2/1/2015 18:58,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1289,Subscriber,1990,2
596,2/1/2015 18:52,2/1/2015 19:02,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,779,Subscriber,1988,1
465,2/1/2015 18:54,2/1/2015 19:02,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,739,Subscriber,\N,0
853,2/1/2015 19:04,2/1/2015 19:18,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,140,Danehy Park,42.388966,-71.132788,769,Subscriber,1986,1
521,2/1/2015 19:17,2/1/2015 19:26,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,649,Subscriber,1991,2
150,2/1/2015 19:17,2/1/2015 19:20,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1312,Subscriber,1990,1
655,2/1/2015 19:41,2/1/2015 19:52,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1312,Subscriber,1985,2
370,2/1/2015 19:51,2/1/2015 19:57,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1070,Subscriber,1985,1
710,2/1/2015 20:03,2/1/2015 20:15,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,895,Subscriber,1988,1
512,2/1/2015 20:08,2/1/2015 20:17,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1140,Subscriber,\N,0
440,2/1/2015 20:09,2/1/2015 20:16,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,822,Subscriber,\N,0
1323,2/1/2015 20:09,2/1/2015 20:31,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,842,Customer,1994,1
615,2/1/2015 20:27,2/1/2015 20:38,107,Ames St at Main St,42.3625,-71.08822,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,890,Subscriber,1985,1
377,2/1/2015 20:49,2/1/2015 20:55,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1310,Customer,1970,1
334,2/1/2015 21:05,2/1/2015 21:11,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1011,Subscriber,\N,0
