tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid,usertype,birthyear,gender
489,2/27/2015 16:53,2/27/2015 17:02,107,Ames St at Main St,42.3625,-71.08822,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1102,Subscriber,\N,0
366,2/27/2015 17:04,2/27/2015 17:10,117,Binney St / Sixth St,42.366095,-71.086388,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1268,Subscriber,1970,1
298,2/27/2015 17:06,2/27/2015 17:11,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,883,Subscriber,1982,1
374,2/27/2015 17:07,2/27/2015 17:13,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,682,Subscriber,1984,2
627,2/27/2015 17:08,2/27/2015 17:19,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,761,Subscriber,1988,1
303,2/27/2015 17:16,2/27/2015 17:21,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,702,Subscriber,1986,1
641,2/27/2015 17:17,2/27/2015 17:28,107,Ames St at Main St,42.3625,-71.08822,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1005,Subscriber,1987,1
286,2/27/2015 17:19,2/27/2015 17:24,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1269,Customer,1983,1
452,2/27/2015 17:20,2/27/2015 17:27,115,Porter Square Station,42.387995,-71.119084,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,890,Customer,1962,2
414,2/27/2015 17:20,2/27/2015 17:27,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,891,Subscriber,1992,1
324,2/27/2015 17:21,2/27/2015 17:26,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1295,Subscriber,1968,1
295,2/27/2015 17:22,2/27/2015 17:26,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1081,Customer,1981,1
1066,2/27/2015 17:23,2/27/2015 17:40,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1324,Subscriber,\N,0
269,2/27/2015 17:26,2/27/2015 17:30,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,682,Subscriber,1985,1
969,2/27/2015 17:26,2/27/2015 17:42,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,874,Subscriber,1985,1
710,2/27/2015 17:26,2/27/2015 17:38,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,800,Customer,1992,2
351,2/27/2015 17:28,2/27/2015 17:34,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,736,Subscriber,1993,1
764,2/27/2015 17:30,2/27/2015 17:43,141,Kendall Street,42.36356016,-71.08216792,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1264,Customer,1987,2
613,2/27/2015 17:33,2/27/2015 17:43,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1282,Subscriber,1978,1
533,2/27/2015 17:33,2/27/2015 17:42,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,801,Subscriber,1977,1
578,2/27/2015 17:36,2/27/2015 17:45,115,Porter Square Station,42.387995,-71.119084,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,750,Customer,1981,1
359,2/27/2015 17:39,2/27/2015 17:45,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,754,Subscriber,1989,1
738,2/27/2015 17:40,2/27/2015 17:52,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1141,Customer,1974,2
338,2/27/2015 17:41,2/27/2015 17:47,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,653,Subscriber,1975,1
764,2/27/2015 17:45,2/27/2015 17:58,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,798,Subscriber,\N,0
270,2/27/2015 17:45,2/27/2015 17:50,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,822,Subscriber,1993,1
649,2/27/2015 17:46,2/27/2015 17:57,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,708,Subscriber,1968,1
914,2/27/2015 17:39,2/27/2015 17:54,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,762,Subscriber,1984,1
770,2/27/2015 17:49,2/27/2015 18:01,117,Binney St / Sixth St,42.366095,-71.086388,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,703,Subscriber,1969,1
268,2/27/2015 17:49,2/27/2015 17:53,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,681,Subscriber,1994,1
352,2/27/2015 17:50,2/27/2015 17:56,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,143,EF - North Point Park,42.369885,-71.069957,935,Customer,1970,1
430,2/27/2015 17:57,2/27/2015 18:04,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,949,Customer,1990,1
476,2/27/2015 17:57,2/27/2015 18:05,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,992,Subscriber,1990,1
976,2/27/2015 18:00,2/27/2015 18:16,141,Kendall Street,42.36356016,-71.08216792,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1292,Subscriber,1973,1
324,2/27/2015 18:01,2/27/2015 18:07,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,663,Customer,1967,1
451,2/27/2015 18:03,2/27/2015 18:10,107,Ames St at Main St,42.3625,-71.08822,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1100,Subscriber,1983,1
477,2/27/2015 18:03,2/27/2015 18:11,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,115,Porter Square Station,42.387995,-71.119084,1266,Customer,1986,1
185,2/27/2015 18:03,2/27/2015 18:06,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,868,Subscriber,1979,1
270,2/27/2015 18:05,2/27/2015 18:10,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,759,Subscriber,1989,2
249,2/27/2015 18:06,2/27/2015 18:10,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,647,Subscriber,1988,1
503,2/27/2015 18:08,2/27/2015 18:16,107,Ames St at Main St,42.3625,-71.08822,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,990,Subscriber,1985,1
653,2/27/2015 18:12,2/27/2015 18:22,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,893,Subscriber,1981,1
566,2/27/2015 18:14,2/27/2015 18:23,107,Ames St at Main St,42.3625,-71.08822,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1286,Subscriber,1974,1
423,2/27/2015 18:14,2/27/2015 18:21,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1111,Subscriber,1985,1
320,2/27/2015 18:16,2/27/2015 18:22,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,783,Subscriber,1989,1
480,2/27/2015 18:30,2/27/2015 18:38,107,Ames St at Main St,42.3625,-71.08822,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,671,Subscriber,1987,1
434,2/27/2015 18:31,2/27/2015 18:38,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,782,Customer,1984,1
443,2/27/2015 18:33,2/27/2015 18:40,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,860,Subscriber,1989,1
357,2/27/2015 18:38,2/27/2015 18:44,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,107,Ames St at Main St,42.3625,-71.08822,1271,Subscriber,1984,1
478,2/27/2015 18:38,2/27/2015 18:46,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1087,Customer,1990,1
579,2/27/2015 18:39,2/27/2015 18:49,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1005,Subscriber,1987,1
432,2/27/2015 18:53,2/27/2015 19:00,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,890,Customer,1962,2
464,2/27/2015 18:58,2/27/2015 19:06,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1015,Subscriber,1987,1
763,2/27/2015 18:59,2/27/2015 19:12,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1313,Customer,1954,1
581,2/27/2015 19:02,2/27/2015 19:11,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1080,Subscriber,1983,2
699,2/27/2015 19:05,2/27/2015 19:17,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,761,Subscriber,1985,2
405,2/27/2015 19:08,2/27/2015 19:15,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1301,Subscriber,1974,1
243,2/27/2015 19:12,2/27/2015 19:16,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,107,Ames St at Main St,42.3625,-71.08822,1005,Subscriber,1975,1
237,2/27/2015 19:15,2/27/2015 19:19,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1282,Subscriber,1987,1
144,2/27/2015 19:17,2/27/2015 19:19,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,107,Ames St at Main St,42.3625,-71.08822,875,Customer,1960,1
419,2/27/2015 19:19,2/27/2015 19:26,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,874,Customer,1974,1
759,2/27/2015 19:20,2/27/2015 19:32,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,800,Customer,1990,1
484,2/27/2015 19:20,2/27/2015 19:28,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1280,Subscriber,1984,1
185,2/27/2015 19:21,2/27/2015 19:24,143,EF - North Point Park,42.369885,-71.069957,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,656,Subscriber,1986,1
775,2/27/2015 19:24,2/27/2015 19:37,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,896,Subscriber,1990,1
628,2/27/2015 19:25,2/27/2015 19:36,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,763,Subscriber,1983,1
610,2/27/2015 19:27,2/27/2015 19:37,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,886,Subscriber,1986,2
823,2/27/2015 19:29,2/27/2015 19:43,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,992,Customer,1969,1
371,2/27/2015 19:37,2/27/2015 19:43,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,943,Subscriber,\N,0
588,2/27/2015 19:42,2/27/2015 19:52,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1280,Subscriber,1990,1
419,2/27/2015 19:49,2/27/2015 19:56,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,797,Subscriber,1988,1
472,2/27/2015 19:55,2/27/2015 20:03,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,892,Subscriber,1984,1
533,2/27/2015 20:04,2/27/2015 20:13,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1098,Subscriber,1991,1
713,2/27/2015 20:11,2/27/2015 20:23,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1306,Subscriber,1978,2
653,2/27/2015 20:11,2/27/2015 20:22,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,784,Subscriber,1980,2
251,2/27/2015 20:12,2/27/2015 20:16,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,767,Subscriber,1988,1
245,2/27/2015 20:19,2/27/2015 20:23,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1304,Subscriber,1988,1
375,2/27/2015 20:20,2/27/2015 20:27,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1111,Subscriber,\N,0
582,2/27/2015 20:32,2/27/2015 20:41,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1023,Subscriber,1987,1
665,2/27/2015 20:34,2/27/2015 20:45,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,796,Customer,1987,1
1365,2/27/2015 20:38,2/27/2015 21:01,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,107,Ames St at Main St,42.3625,-71.08822,674,Subscriber,\N,0
475,2/27/2015 20:42,2/27/2015 20:50,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,883,Subscriber,1987,1
503,2/27/2015 20:43,2/27/2015 20:52,107,Ames St at Main St,42.3625,-71.08822,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1139,Subscriber,1988,1
320,2/27/2015 20:57,2/27/2015 21:03,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1292,Customer,1994,1
496,2/27/2015 20:58,2/27/2015 21:06,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,690,Subscriber,1962,1
1029,2/27/2015 21:15,2/27/2015 21:32,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,115,Porter Square Station,42.387995,-71.119084,709,Subscriber,1985,1
1184,2/27/2015 21:30,2/27/2015 21:50,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,115,Porter Square Station,42.387995,-71.119084,1081,Subscriber,1987,1
209,2/27/2015 21:41,2/27/2015 21:45,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1277,Subscriber,1992,2
322,2/27/2015 21:45,2/27/2015 21:50,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,782,Subscriber,1988,1
408,2/27/2015 22:01,2/27/2015 22:08,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,990,Subscriber,1989,1
534,2/27/2015 22:19,2/27/2015 22:28,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,743,Subscriber,1987,1
395,2/27/2015 22:45,2/27/2015 22:51,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,782,Subscriber,1992,1
688,2/27/2015 22:45,2/27/2015 22:56,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,800,Subscriber,1974,1
822,2/27/2015 22:52,2/27/2015 23:05,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,690,Subscriber,1962,1
332,2/27/2015 22:57,2/27/2015 23:03,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,890,Subscriber,1990,1
5041,2/27/2015 22:59,2/28/2015 0:23,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,800,Subscriber,1974,1
473,2/27/2015 23:35,2/27/2015 23:43,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,892,Subscriber,1984,1
220,2/28/2015 0:19,2/28/2015 0:23,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,822,Subscriber,1991,1
380,2/28/2015 0:35,2/28/2015 0:42,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,990,Subscriber,1989,1
342,2/28/2015 0:45,2/28/2015 0:51,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,774,Customer,1986,1
405,2/28/2015 1:05,2/28/2015 1:12,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1304,Subscriber,1988,1
1645,2/28/2015 1:33,2/28/2015 2:01,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1277,Subscriber,1964,1
206,2/28/2015 1:36,2/28/2015 1:39,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1139,Customer,1990,1
202,2/28/2015 1:36,2/28/2015 1:39,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,891,Customer,1992,2
388,2/28/2015 1:57,2/28/2015 2:04,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1297,Subscriber,1991,1
751,2/28/2015 2:27,2/28/2015 2:39,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,800,Subscriber,1974,1
1287,2/28/2015 7:02,2/28/2015 7:24,115,Porter Square Station,42.387995,-71.119084,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,709,Customer,1974,2
309,2/28/2015 7:42,2/28/2015 7:47,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,762,Subscriber,1983,1
859,2/28/2015 7:44,2/28/2015 7:59,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,107,Ames St at Main St,42.3625,-71.08822,1292,Customer,1987,1
288,2/28/2015 8:01,2/28/2015 8:06,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,107,Ames St at Main St,42.3625,-71.08822,822,Subscriber,1983,1
399,2/28/2015 8:13,2/28/2015 8:20,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1265,Subscriber,1983,1
531,2/28/2015 8:26,2/28/2015 8:35,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1023,Subscriber,1987,1
287,2/28/2015 8:33,2/28/2015 8:38,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,117,Binney St / Sixth St,42.366095,-71.086388,708,Subscriber,1985,1
338,2/28/2015 8:49,2/28/2015 8:55,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,735,Subscriber,1994,2
355,2/28/2015 8:50,2/28/2015 8:56,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,671,Subscriber,1983,1
365,2/28/2015 8:59,2/28/2015 9:05,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1278,Subscriber,1989,1
908,2/28/2015 8:59,2/28/2015 9:15,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1280,Customer,1982,1
339,2/28/2015 9:01,2/28/2015 9:07,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,890,Subscriber,1988,1
291,2/28/2015 9:19,2/28/2015 9:24,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,860,Subscriber,1985,1
287,2/28/2015 9:26,2/28/2015 9:31,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1278,Subscriber,1984,1
1350,2/28/2015 9:32,2/28/2015 9:55,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1087,Subscriber,1991,2
546,2/28/2015 9:32,2/28/2015 9:42,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,747,Subscriber,1985,2
616,2/28/2015 9:44,2/28/2015 9:54,115,Porter Square Station,42.387995,-71.119084,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1266,Customer,1986,1
429,2/28/2015 9:52,2/28/2015 9:59,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1089,Customer,1962,2
547,2/28/2015 9:55,2/28/2015 10:04,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1307,Subscriber,1986,1
709,2/28/2015 9:55,2/28/2015 10:07,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,645,Subscriber,1983,1
234,2/28/2015 9:56,2/28/2015 10:00,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,702,Subscriber,1969,1
605,2/28/2015 10:02,2/28/2015 10:12,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1023,Subscriber,1987,1
439,2/28/2015 10:03,2/28/2015 10:10,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,117,Binney St / Sixth St,42.366095,-71.086388,1269,Subscriber,1987,1
925,2/28/2015 10:10,2/28/2015 10:25,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1266,Customer,1986,1
388,2/28/2015 10:34,2/28/2015 10:40,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,871,Subscriber,1980,1
671,2/28/2015 10:46,2/28/2015 10:58,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,842,Subscriber,1963,1
